fundCode,fundName,setupDate,issueDate,wrtOffDate,isinitial,fundCorp,ivstTypeCode,ivstTypeInDt,ivstTypeExDt,fundType,typeInDt,typeExDt,frstIvstType,scndIvstType
000534.OF,长盛高端装备制造,20140325,20140224,,1,长盛基金,2.00E+15,20140325,,开放式,20140325,,混合型基金,灵活配置型基金
000535.OF,长盛航天海工装备,20140311,20140217,,1,长盛基金,2.00E+15,20140311,,开放式,20140311,,混合型基金,灵活配置型基金
000536.OF,前海开源可转债,20140325,20140303,,1,前海开源基金,2.00E+15,20140325,,开放式,20140325,,债券型基金,混合债券型二级基金
000538.OF,诺安优势行业A,20140313,20140219,,1,诺安基金,2.00E+15,20140313,,开放式,20140313,,混合型基金,灵活配置型基金
000539.OF,中银活期宝,20140214,20140210,,1,中银基金,2.00E+15,20140214,,开放式,20140214,,货币市场型基金,货币市场型基金
000540.OF,国金金腾通A,20140217,20140210,,1,国金基金,2.00E+15,20140217,,开放式,20140217,,货币市场型基金,货币市场型基金
000541.OF,华商创新成长,20140318,20140217,,1,华商基金,2.00E+15,20140318,,开放式,20140318,,混合型基金,灵活配置型基金
000542.OF,上银慧财宝A,20140227,20140214,,1,上银基金,2.00E+15,20140227,,开放式,20140227,,货币市场型基金,货币市场型基金
000543.OF,上银慧财宝B,20140227,20140214,,0,上银基金,2.00E+15,20140227,,开放式,20140227,,货币市场型基金,货币市场型基金
000545.OF,中邮核心竞争力,20140423,20140318,,1,中邮基金,2.00E+15,20140423,,开放式,20140423,,混合型基金,灵活配置型基金
000546.OF,兴业定期开放A,20140313,20140224,,1,兴业基金,2.00E+15,20140313,,开放式,20140313,,债券型基金,中长期纯债型基金
000547.OF,建信健康民生,20140321,20140224,,1,建信基金,2.00E+15,20140321,,开放式,20140321,,混合型基金,偏股混合型基金
000548.OF,鹏华聚财通,20170518,20170512,,1,鹏华基金,2.00E+15,20170518,,开放式,20170518,,货币市场型基金,货币市场型基金
000549.OF,华安大国新经济,20140414,20140313,,1,华安基金,2.00E+15,20140414,,开放式,20140414,,股票型基金,普通股票型基金
000550.OF,广发新动力,20140319,20140224,,1,广发基金,2.00E+15,20140319,20150806,开放式,20140319,,股票型基金,普通股票型基金
000550.OF,广发新动力,20140319,20140224,,1,广发基金,2.00E+15,20150807,,开放式,20140319,,混合型基金,偏股混合型基金
000551.OF,信诚幸福消费,20140429,20140331,,1,中信保诚基金,2.00E+15,20140429,20150802,开放式,20140429,,股票型基金,普通股票型基金
000551.OF,信诚幸福消费,20140429,20140331,,1,中信保诚基金,2.00E+15,20150803,,开放式,20140429,,混合型基金,偏股混合型基金
000552.OF,中加纯债一年A,20140324,20140310,,1,中加基金,2.00E+15,20140324,,开放式,20140324,,债券型基金,中长期纯债型基金
000553.OF,中加纯债一年C,20140324,20140310,,0,中加基金,2.00E+15,20140324,,开放式,20140324,,债券型基金,中长期纯债型基金
000554.OF,南方中国梦,20140609,20140515,,1,南方基金,2.00E+15,20140609,,开放式,20140609,,混合型基金,灵活配置型基金
000556.OF,国投瑞银新机遇A,20140311,20140307,,1,国投瑞银基金,2.00E+15,20140311,,开放式,20140311,,混合型基金,灵活配置型基金
000557.OF,国投瑞银新机遇C,20140311,20140307,,0,国投瑞银基金,2.00E+15,20140311,,开放式,20140311,,混合型基金,灵活配置型基金
000558.OF,国投瑞银瑞易货币,20140320,20140311,20150909,1,国投瑞银基金,2.00E+15,20140320,20150909,开放式,20140320,20150909,货币市场型基金,货币市场型基金
000559.OF,诺安天天宝A,20140325,20140303,,1,诺安基金,2.00E+15,20140325,,开放式,20140325,,货币市场型基金,货币市场型基金
000560.OF,诺安天天宝E,20140325,20140303,,0,诺安基金,2.00E+15,20140325,,开放式,20140325,,货币市场型基金,货币市场型基金
000561.OF,南方启元A,20140725,20140701,,1,南方基金,2.00E+15,20140725,,开放式,20140725,,债券型基金,中长期纯债型基金
000562.OF,南方启元C,20140725,20140701,,0,南方基金,2.00E+15,20140725,,开放式,20140725,,债券型基金,中长期纯债型基金
000563.OF,南方通利A,20140425,20140325,,1,南方基金,2.00E+15,20140425,,开放式,20140425,,债券型基金,中长期纯债型基金
000564.OF,南方通利C,20140425,20140325,,0,南方基金,2.00E+15,20140425,,开放式,20140425,,债券型基金,中长期纯债型基金
000566.OF,华泰柏瑞创新升级,20140506,20140324,,1,华泰柏瑞基金,2.00E+15,20140506,,开放式,20140506,,混合型基金,灵活配置型基金
000567.OF,广发聚祥灵活配置,20140321,20140321,,1,广发基金,2.00E+15,20140321,,开放式,20140321,,混合型基金,灵活配置型基金
000569.OF,鹏华增值宝,20140226,20140224,,1,鹏华基金,2.00E+15,20140226,,开放式,20140226,,货币市场型基金,货币市场型基金
000571.OF,中邮双动力,20140504,20140401,20190422,1,中邮基金,2.00E+15,20140504,20190422,开放式,20140504,20190422,混合型基金,偏债混合型基金
000572.OF,中银多策略,20140331,20140324,,1,中银基金,2.00E+15,20140331,,开放式,20140331,,混合型基金,灵活配置型基金
000573.OF,天弘通利,20140314,20140310,,1,天弘基金,2.00E+15,20140314,,开放式,20140314,,混合型基金,灵活配置型基金
000574.OF,宝盈新价值A,20140410,20140331,,1,宝盈基金,2.00E+15,20140410,,开放式,20140410,,混合型基金,灵活配置型基金
000575.OF,兴全添利宝,20140227,20140226,,1,兴证全球基金,2.00E+15,20140227,,开放式,20140227,,货币市场型基金,货币市场型基金
000576.OF,中邮货币A,20140528,20140516,,1,中邮基金,2.00E+15,20140528,,开放式,20140528,,货币市场型基金,货币市场型基金
000577.OF,安信价值精选,20140421,20140320,,1,安信基金,2.00E+15,20140421,,开放式,20140421,,股票型基金,普通股票型基金
000578.OF,鑫元恒鑫收益增强A,20140417,20140318,,1,鑫元基金,2.00E+15,20140417,,开放式,20140417,,债券型基金,混合债券型二级基金
000579.OF,鑫元恒鑫收益增强C,20140417,20140318,,0,鑫元基金,2.00E+15,20140417,,开放式,20140417,,债券型基金,混合债券型二级基金
000580.OF,中邮货币B,20140528,20140516,,0,中邮基金,2.00E+15,20140528,,开放式,20140528,,货币市场型基金,货币市场型基金
000581.OF,嘉实活钱包A,20140317,20140312,,1,嘉实基金,2.00E+15,20140317,,开放式,20140317,,货币市场型基金,货币市场型基金
000583.OF,江信聚福,20140529,20140505,,1,江信基金,2.00E+15,20140529,,开放式,20140529,,债券型基金,中长期纯债型基金
000584.OF,新华鑫益,20140416,20140314,,1,新华基金,2.00E+15,20140416,,开放式,20140416,,混合型基金,灵活配置型基金
000585.OF,嘉实对冲套利,20140516,20140418,,1,嘉实基金,2.00E+15,20140516,,开放式,20140516,,另类投资基金,股票多空
000586.OF,景顺长城中小板创业板,20140430,20140331,,1,景顺长城基金,2.00E+15,20140430,,开放式,20140430,,股票型基金,普通股票型基金
000587.OF,大成灵活配置,20140514,20140401,,1,大成基金,2.00E+15,20140514,,开放式,20140514,,混合型基金,灵活配置型基金
000588.OF,招商招钱宝A,20140325,20140322,,1,招商基金,2.00E+15,20140325,,开放式,20140325,,货币市场型基金,货币市场型基金
000589.OF,光大银发商机主题,20140429,20140331,,1,光大保德信基金,2.00E+15,20150717,,开放式,20140429,,混合型基金,偏股混合型基金
000589.OF,光大银发商机主题,20140429,20140331,,1,光大保德信基金,2.00E+15,20140429,20150716,开放式,20140429,,股票型基金,普通股票型基金
000590.OF,华安新活力,20140401,20140326,,1,华安基金,2.00E+15,20140401,,开放式,20140401,,混合型基金,灵活配置型基金
000591.OF,中银健康生活,20140520,20140421,,1,中银基金,2.00E+15,20150807,,开放式,20140520,,混合型基金,偏股混合型基金
000591.OF,中银健康生活,20140520,20140421,,1,中银基金,2.00E+15,20140520,20150806,开放式,20140520,,股票型基金,普通股票型基金
000592.OF,建信改革红利,20140514,20140414,,1,建信基金,2.00E+15,20140514,,开放式,20140514,,股票型基金,普通股票型基金
000593.OF,易方达标普消费品美元现汇A,20140328,,,0,易方达基金,2.00E+15,20140328,,开放式,20140328,,国际(QDII)基金,国际(QDII)股票型基金
000594.OF,大摩进取优选,20140529,20140506,,1,摩根士丹利华鑫基金,2.00E+15,20140529,,开放式,20140529,,股票型基金,普通股票型基金
000595.OF,嘉实泰和,20140404,20140408,,1,嘉实基金,2.00E+15,20140404,,开放式,20140404,,混合型基金,灵活配置型基金
000596.OF,前海开源中证军工A,20140527,20140408,,1,前海开源基金,2.00E+15,20140527,,开放式,20140527,,股票型基金,被动指数型基金
000597.OF,中海积极收益,20140526,20140519,,1,中海基金,2.00E+15,20140526,,开放式,20140526,,混合型基金,灵活配置型基金
000598.OF,长盛生态环境主题,20140910,20140811,,1,长盛基金,2.00E+15,20140910,,开放式,20140910,,混合型基金,灵活配置型基金
000599.OF,信诚薪金宝,20140514,20140428,,1,中信保诚基金,2.00E+15,20140514,,开放式,20140514,,货币市场型基金,货币市场型基金
000600.OF,汇添富和聚宝,20140528,20140523,,1,汇添富基金,2.00E+15,20140528,,开放式,20140528,,货币市场型基金,货币市场型基金
000601.OF,华宝创新优选,20140514,20140408,,1,华宝基金,2.00E+15,20150722,,开放式,20140514,,混合型基金,偏股混合型基金
000601.OF,华宝创新优选,20140514,20140408,,1,华宝基金,2.00E+15,20140514,20150721,开放式,20140514,,股票型基金,普通股票型基金
000602.OF,富国安益,20140526,20140521,,1,富国基金,2.00E+15,20140526,,开放式,20140526,,货币市场型基金,货币市场型基金
000603.OF,易方达创新驱动,20150213,20150122,,1,易方达基金,2.00E+15,20150213,,开放式,20150213,,混合型基金,灵活配置型基金
000604.OF,银华多利宝A,20140425,20140410,,1,银华基金,2.00E+15,20140425,,开放式,20140425,,货币市场型基金,货币市场型基金
000605.OF,银华多利宝B,20140425,20140410,,0,银华基金,2.00E+15,20140425,,开放式,20140425,,货币市场型基金,货币市场型基金
000606.OF,天弘优选,20170926,20170828,,1,天弘基金,2.00E+15,20170926,,开放式,20170926,,债券型基金,中长期纯债型基金
000607.OF,招商招钱宝B,20140429,,,0,招商基金,2.00E+15,20140429,,开放式,20140429,,货币市场型基金,货币市场型基金
000609.OF,华商新量化,20140605,20140512,,1,华商基金,2.00E+15,20140605,,开放式,20140605,,混合型基金,灵活配置型基金
000610.OF,新华阿里一号保本,20140425,20140410,20170502,1,新华基金,2.00E+15,20140425,20170502,开放式,20140425,20170502,混合型基金,偏债混合型基金
000611.OF,长城淘金一年期理财,20140507,20140410,20150507,1,长城基金,2.00E+15,20140507,20150507,开放式,20140507,20150507,债券型基金,短期纯债型基金
000612.OF,华宝生态中国,20140613,20140519,,1,华宝基金,2.00E+15,20140613,20150721,开放式,20140613,,股票型基金,普通股票型基金
000612.OF,华宝生态中国,20140613,20140519,,1,华宝基金,2.00E+15,20150722,,开放式,20140613,,混合型基金,偏股混合型基金
000613.OF,国寿安保沪深300ETF联接,20140605,20140508,,1,国寿安保基金,2.00E+15,20140605,,开放式,20140605,,股票型基金,被动指数型基金
000614.OF,华安德国30(DAX)ETF联接,20140812,20140714,,1,华安基金,2.00E+15,20140812,,开放式,20140812,,国际(QDII)基金,国际(QDII)股票型基金
000615.OF,长城工资宝A,20140625,20140616,,1,长城基金,2.00E+15,20140625,,开放式,20140625,,货币市场型基金,货币市场型基金
000616.OF,上投摩根优信增利A,20140611,20140512,,1,上投摩根基金,2.00E+15,20140611,,开放式,20140611,,债券型基金,混合债券型二级基金
000617.OF,上投摩根优信增利C,20140611,20140512,,0,上投摩根基金,2.00E+15,20140611,,开放式,20140611,,债券型基金,混合债券型二级基金
000618.OF,嘉实薪金宝,20140429,20140423,,1,嘉实基金,2.00E+15,20140429,,开放式,20140429,,货币市场型基金,货币市场型基金
000619.OF,东方红产业升级,20140606,20140508,,1,东证资管,2.00E+15,20140606,,开放式,20140606,,混合型基金,灵活配置型基金
000620.OF,易方达现金增利A,20150205,20150203,,1,易方达基金,2.00E+15,20150205,,开放式,20150205,,货币市场型基金,货币市场型基金
000621.OF,易方达现金增利B,20150205,20150203,,0,易方达基金,2.00E+15,20150205,,开放式,20150205,,货币市场型基金,货币市场型基金
000622.OF,华富恒财分级,20140507,20140422,20180806,0,华富基金,2.00E+15,20140507,20180806,开放式,20140507,20180806,债券型基金,混合债券型一级基金
000623!1.OF,华富恒财分级A,20140507,20140505,20180806,1,华富基金,2.00E+15,20140507,20180806,开放式,20140507,20180806,债券型基金,混合债券型一级基金
000623.OF,华富恒财定开C,20180807,20180807,20191018,1,华富基金,2.00E+15,20180807,20191018,开放式,20180807,20191018,债券型基金,中长期纯债型基金
000624!1.OF,华富恒财分级B,20140507,20140422,20180806,0,华富基金,2.00E+15,20140507,20180806,开放式,20140507,20180806,债券型基金,混合债券型一级基金
000624.OF,华富恒财定开A,20180807,20180807,20191018,0,华富基金,2.00E+15,20180807,20191018,开放式,20180807,20191018,债券型基金,中长期纯债型基金
000625.OF,诺安天天宝B,20140428,,,0,诺安基金,2.00E+15,20140428,,开放式,20140428,,货币市场型基金,货币市场型基金
000626.OF,大成丰财宝A,20140618,20140526,,1,大成基金,2.00E+15,20140618,,开放式,20140618,,货币市场型基金,货币市场型基金
000627.OF,大成丰财宝B,20140618,20140526,,0,大成基金,2.00E+15,20140618,,开放式,20140618,,货币市场型基金,货币市场型基金
000628.OF,大成高新技术产业,20150203,20150112,,1,大成基金,2.00E+15,20150203,,开放式,20150203,,股票型基金,普通股票型基金
000629.OF,圆信永丰纯债A,20140530,20140516,20190124,1,圆信永丰基金,2.00E+15,20140530,20190124,开放式,20140530,20190124,债券型基金,中长期纯债型基金
000630.OF,圆信永丰纯债C,20140530,20140516,20190124,0,圆信永丰基金,2.00E+15,20140530,20190124,开放式,20140530,20190124,债券型基金,中长期纯债型基金
000631.OF,中银聚利分级,20140605,20140526,20170720,0,中银基金,2.00E+15,20140605,20170720,开放式,20140605,20170720,债券型基金,中长期纯债型基金
000632!1.OF,中银聚利A,20140605,20140526,20170720,1,中银基金,2.00E+15,20140605,20170720,开放式,20140605,20170720,债券型基金,中长期纯债型基金
000632.OF,中银聚利定期开放,20170721,20170721,,1,中银基金,2.00E+15,20170721,,开放式,20170721,,债券型基金,中长期纯债型基金
000633.OF,中银聚利B,20140605,20140526,20170720,0,中银基金,2.00E+15,20140605,20170720,开放式,20140605,20170720,债券型基金,中长期纯债型基金
000634.OF,富国天盛,20140430,20140512,,1,富国基金,2.00E+15,20140430,,开放式,20140430,,混合型基金,灵活配置型基金
000638.OF,富国富钱包A,20140507,20140505,,1,富国基金,2.00E+15,20140507,,开放式,20140507,,货币市场型基金,货币市场型基金
000639.OF,宝盈祥瑞A,20140521,20140512,,1,宝盈基金,2.00E+15,20140521,,开放式,20140521,,混合型基金,偏债混合型基金
000640.OF,诺安理财宝A,20140512,20140508,,1,诺安基金,2.00E+15,20140512,,开放式,20140512,,货币市场型基金,货币市场型基金
000641.OF,诺安理财宝B,20140513,,,0,诺安基金,2.00E+15,20140513,,开放式,20140513,,货币市场型基金,货币市场型基金
000642.OF,汇添富货币C,20140605,,,0,汇添富基金,2.00E+15,20140605,,开放式,20140605,,货币市场型基金,货币市场型基金
000643.OF,华宝兴业活期通A,20140521,20140521,20151102,1,华宝基金,2.00E+15,20140521,20151102,开放式,20140521,20151102,货币市场型基金,货币市场型基金
000644.OF,招商招金宝A,20140618,20140603,,1,招商基金,2.00E+15,20140618,,开放式,20140618,,货币市场型基金,货币市场型基金
000645.OF,华夏薪金宝,20140526,20140519,,1,华夏基金,2.00E+15,20140526,,开放式,20140526,,货币市场型基金,货币市场型基金
000646.OF,华润元大量化优选A,20140818,20140709,,1,华润元大基金,2.00E+15,20140818,20150802,开放式,20140818,,股票型基金,普通股票型基金
000646.OF,华润元大量化优选A,20140818,20140709,,1,华润元大基金,2.00E+15,20150803,,开放式,20140818,,混合型基金,偏股混合型基金
000647.OF,易方达财富快线A,20140617,20140609,,1,易方达基金,2.00E+15,20140617,,开放式,20140617,,货币市场型基金,货币市场型基金
000648.OF,易方达财富快线B,20140617,20140609,,0,易方达基金,2.00E+15,20140617,,开放式,20140617,,货币市场型基金,货币市场型基金
000649.OF,长城久鑫,20140730,20140626,,1,长城基金,2.00E+15,20180622,,开放式,20140730,,混合型基金,灵活配置型基金
000649.OF,长城久鑫,20140730,20140626,,1,长城基金,2.00E+15,20140730,20180621,开放式,20140730,,混合型基金,偏债混合型基金
000650.OF,汇添富货币D,20140605,,,0,汇添富基金,2.00E+15,20140605,,开放式,20140605,,货币市场型基金,货币市场型基金
000651.OF,招商招金宝B,20140618,20140603,,0,招商基金,2.00E+15,20140618,,开放式,20140618,,货币市场型基金,货币市场型基金
000652.OF,博时裕隆,20140603,20140616,,1,博时基金,2.00E+15,20140603,,开放式,20140603,,混合型基金,灵活配置型基金
000654.OF,华商新锐产业,20140724,20140623,,1,华商基金,2.00E+15,20140724,,开放式,20140724,,混合型基金,灵活配置型基金
000655.OF,鑫元稳利,20140612,20140530,,1,鑫元基金,2.00E+15,20140612,,开放式,20140612,,债券型基金,中长期纯债型基金
000656.OF,前海开源沪深300,20140617,20140603,,1,前海开源基金,2.00E+15,20140617,,开放式,20140617,,股票型基金,被动指数型基金
000657.OF,银华活钱宝A,20140623,20140616,,1,银华基金,2.00E+15,20140623,,开放式,20140623,,货币市场型基金,货币市场型基金
000658.OF,银华活钱宝B,20140623,20140616,,0,银华基金,2.00E+15,20140623,,开放式,20140623,,货币市场型基金,货币市场型基金
000659.OF,银华活钱宝C,20140623,20140616,,0,银华基金,2.00E+15,20140623,,开放式,20140623,,货币市场型基金,货币市场型基金
000660.OF,银华活钱宝D,20140623,20140616,,0,银华基金,2.00E+15,20140623,,开放式,20140623,,货币市场型基金,货币市场型基金
000661.OF,银华活钱宝E,20140623,20140616,,0,银华基金,2.00E+15,20140623,,开放式,20140623,,货币市场型基金,货币市场型基金
000662.OF,银华活钱宝F,20140623,20140616,,0,银华基金,2.00E+15,20140623,,开放式,20140623,,货币市场型基金,货币市场型基金
000663.OF,国投瑞银美丽中国,20140624,20140609,,1,国投瑞银基金,2.00E+15,20140624,,开放式,20140624,,混合型基金,灵活配置型基金
000664.OF,国联安通盈A,20140613,20140606,,1,国联安基金,2.00E+15,20140613,,开放式,20140613,,混合型基金,灵活配置型基金
000665.OF,博时现金收益B,20140603,,,0,博时基金,2.00E+15,20140603,,开放式,20140603,,货币市场型基金,货币市场型基金
000667.OF,工银瑞信绝对收益A,20140626,20140530,,1,工银瑞信基金,2.00E+15,20140626,,开放式,20140626,,另类投资基金,股票多空
000668.OF,国寿安保尊享A,20140724,20140702,,1,国寿安保基金,2.00E+15,20140724,,开放式,20140724,,债券型基金,中长期纯债型基金
000669.OF,国寿安保尊享C,20140724,20140702,,0,国寿安保基金,2.00E+15,20140724,,开放式,20140724,,债券型基金,中长期纯债型基金
000670.OF,天弘季加利理财A,20140618,20140603,20150326,1,天弘基金,2.00E+15,20140618,20150326,开放式,20140618,20150326,货币市场型基金,货币市场型基金
000671.OF,天弘季加利理财B,20140618,20140603,20150326,0,天弘基金,2.00E+15,20140618,20150326,开放式,20140618,20150326,货币市场型基金,货币市场型基金
000672.OF,工银瑞信绝对收益B,20140626,20140530,,0,工银瑞信基金,2.00E+15,20140626,,开放式,20140626,,另类投资基金,股票多空
000673.OF,融通四季添利C,20200513,,,0,融通基金,2.00E+15,20200513,,开放式,20200513,,债券型基金,混合债券型一级基金
000674.OF,中海惠祥分级,20140829,20140818,,0,中海基金,2.00E+15,20140829,,开放式,20140829,,债券型基金,混合债券型二级基金
000675.OF,中海惠祥分级A,20140829,20140825,,1,中海基金,2.00E+15,20140829,,开放式,20140829,,债券型基金,混合债券型二级基金
000676.OF,中海惠祥分级B,20140829,20140818,,0,中海基金,2.00E+15,20140829,,开放式,20140829,,债券型基金,混合债券型二级基金
000677.OF,工银瑞信现金快线,20140923,20140919,,1,工银瑞信基金,2.00E+15,20140923,,开放式,20140923,,货币市场型基金,货币市场型基金
000678.OF,华宝现金宝E,20140714,,,0,华宝基金,2.00E+15,20140714,,开放式,20140714,,货币市场型基金,货币市场型基金
000679.OF,招商丰利A,20140812,20140721,,1,招商基金,2.00E+15,20140812,,开放式,20140812,,混合型基金,灵活配置型基金
000681.OF,信达澳银慧管家A,20140626,20140618,,1,信达澳银基金,2.00E+15,20140626,,开放式,20140626,,货币市场型基金,货币市场型基金
000682.OF,信达澳银慧管家C,20140626,20140618,,0,信达澳银基金,2.00E+15,20140626,,开放式,20140626,,货币市场型基金,货币市场型基金
000683.OF,信达澳银慧管家E,20140626,20140618,,0,信达澳银基金,2.00E+15,20140626,,开放式,20140626,,货币市场型基金,货币市场型基金
000684.OF,长盛养老健康产业,20141125,20141103,,1,长盛基金,2.00E+15,20141125,,开放式,20141125,,混合型基金,灵活配置型基金
000685.OF,上投摩根现金管理,20140819,20140728,20181031,1,上投摩根基金,2.00E+15,20140819,20181031,开放式,20140819,20181031,货币市场型基金,货币市场型基金
000686.OF,建信嘉薪宝A,20140617,20140613,,1,建信基金,2.00E+15,20140617,,开放式,20140617,,货币市场型基金,货币市场型基金
000687.OF,南方薪金宝,20140623,20140618,,1,南方基金,2.00E+15,20140623,,开放式,20140623,,货币市场型基金,货币市场型基金
000688.OF,景顺长城研究精选,20140812,20140721,,1,景顺长城基金,2.00E+15,20140812,,开放式,20140812,,股票型基金,普通股票型基金
000689.OF,前海开源新经济,20140820,20140721,,1,前海开源基金,2.00E+15,20140820,,开放式,20140820,,混合型基金,灵活配置型基金
000690.OF,前海开源大海洋,20140731,20140707,,1,前海开源基金,2.00E+15,20140731,,开放式,20140731,,混合型基金,灵活配置型基金
000692.OF,汇添富双利C,20140618,,,0,汇添富基金,2.00E+15,20140618,,开放式,20140618,,债券型基金,混合债券型二级基金
000693.OF,建信现金添利A,20140917,20140909,,1,建信基金,2.00E+15,20140917,,开放式,20140917,,货币市场型基金,货币市场型基金
000694.OF,鑫元鸿利,20140626,20140617,,1,鑫元基金,2.00E+15,20140626,,开放式,20140626,,债券型基金,中长期纯债型基金
000695.OF,大成景益平稳收益A,20140626,20140623,20200430,1,大成基金,2.00E+15,20140626,20200430,开放式,20140626,20200430,混合型基金,偏债混合型基金
000696.OF,汇添富环保行业,20140916,20140818,,1,汇添富基金,2.00E+15,20140916,,开放式,20140916,,股票型基金,普通股票型基金
000697.OF,汇添富移动互联,20140826,20140728,,1,汇添富基金,2.00E+15,20140826,,开放式,20140826,,股票型基金,普通股票型基金
000698.OF,宝盈科技30,20140813,20140721,,1,宝盈基金,2.00E+15,20140813,,开放式,20140813,,混合型基金,灵活配置型基金
000699.OF,中银薪钱包,20140626,20140620,,1,中银基金,2.00E+15,20140626,,开放式,20140626,,货币市场型基金,货币市场型基金
000700.OF,泰达宏利货币B,20140806,,,0,泰达宏利基金,2.00E+15,20140806,,开放式,20140806,,货币市场型基金,货币市场型基金
000701.OF,景顺长城景丰A,20140916,20140909,,1,景顺长城基金,2.00E+15,20140916,,开放式,20140916,,货币市场型基金,货币市场型基金
000702.OF,广发季季利A,20140929,20140915,20141230,1,广发基金,2.00E+15,20140929,20141230,开放式,20140929,20141230,货币市场型基金,货币市场型基金
000703.OF,广发季季利B,20140929,20140915,20141230,0,广发基金,2.00E+15,20140929,20141230,开放式,20140929,20141230,货币市场型基金,货币市场型基金
000704.OF,易方达天天增利A,20140625,20140623,,1,易方达基金,2.00E+15,20140625,,开放式,20140625,,货币市场型基金,货币市场型基金
000705.OF,易方达天天增利B,20140625,20140623,,0,易方达基金,2.00E+15,20140625,,开放式,20140625,,货币市场型基金,货币市场型基金
000706.OF,中邮多策略,20140724,20140715,,1,中邮基金,2.00E+15,20140724,,开放式,20140724,,混合型基金,灵活配置型基金
000707.OF,景顺长城景丰B,20140916,20140909,,0,景顺长城基金,2.00E+15,20140916,,开放式,20140916,,货币市场型基金,货币市场型基金
000708.OF,华安安享,20150123,20141229,,1,华安基金,2.00E+15,20150123,,开放式,20150123,,混合型基金,灵活配置型基金
000709.OF,华安汇财通,20140717,20140707,,1,华安基金,2.00E+15,20140717,,开放式,20140717,,货币市场型基金,货币市场型基金
000710.OF,交银现金宝A,20140912,20140818,,1,交银施罗德基金,2.00E+15,20140912,,开放式,20140912,,货币市场型基金,货币市场型基金
000711.OF,嘉实医疗保健,20140813,20140714,,1,嘉实基金,2.00E+15,20140813,,开放式,20140813,,股票型基金,普通股票型基金
000712.OF,上投摩根天添宝A,20141125,20141117,,1,上投摩根基金,2.00E+15,20141125,,开放式,20141125,,货币市场型基金,货币市场型基金
000713.OF,上投摩根天添宝B,20141125,20141117,,0,上投摩根基金,2.00E+15,20141125,,开放式,20141125,,货币市场型基金,货币市场型基金
000714.OF,诺安稳健回报A,20140915,20140813,,1,诺安基金,2.00E+15,20140915,,开放式,20140915,,混合型基金,灵活配置型基金
000715.OF,民生加银家盈月度E,20140811,,,0,民生加银基金,2.00E+15,20140811,,开放式,20140811,,货币市场型基金,货币市场型基金
000716.OF,工银瑞信薪金B,20140703,,,0,工银瑞信基金,2.00E+15,20140703,,开放式,20140703,,货币市场型基金,货币市场型基金
000717.OF,融通转型三动力,20150116,20141218,,1,融通基金,2.00E+15,20150116,,开放式,20150116,,混合型基金,灵活配置型基金
000719.OF,南方现金通E,20140702,,,0,南方基金,2.00E+15,20140702,,开放式,20140702,,货币市场型基金,货币市场型基金
000720.OF,南方稳利1年C,20140724,,,0,南方基金,2.00E+15,20140724,,开放式,20140724,,债券型基金,中长期纯债型基金
000721.OF,兴业货币A,20140806,20140721,,1,兴业基金,2.00E+15,20140806,,开放式,20140806,,货币市场型基金,货币市场型基金
000722.OF,兴业货币B,20140806,20140721,,0,兴业基金,2.00E+15,20140806,,开放式,20140806,,货币市场型基金,货币市场型基金
000723.OF,建信稳定添利C,20140901,,,0,建信基金,2.00E+15,20140901,,开放式,20140901,,债券型基金,混合债券型二级基金
000724.OF,大成添利宝A,20140728,20140721,,1,大成基金,2.00E+15,20140728,,开放式,20140728,,货币市场型基金,货币市场型基金
000725.OF,大成添利宝B,20140728,20140721,,0,大成基金,2.00E+15,20140728,,开放式,20140728,,货币市场型基金,货币市场型基金
000726.OF,大成添利宝E,20140728,20140721,,0,大成基金,2.00E+15,20140728,,开放式,20140728,,货币市场型基金,货币市场型基金
000727.OF,融通健康产业A,20141225,20141210,,1,融通基金,2.00E+15,20141225,,开放式,20141225,,混合型基金,灵活配置型基金
000728.OF,工银瑞信目标收益一年C,20140812,20140721,,1,工银瑞信基金,2.00E+15,20140812,,开放式,20140812,,债券型基金,中长期纯债型基金
000729.OF,建信中小盘,20140820,20140728,,1,建信基金,2.00E+15,20140820,,开放式,20140820,,股票型基金,普通股票型基金
000730.OF,博时现金宝A,20140918,20140915,,1,博时基金,2.00E+15,20140918,,开放式,20140918,,货币市场型基金,货币市场型基金
000732.OF,中原英石货币A,20140911,20140825,20151011,1,太平基金,2.00E+15,20140911,20151011,开放式,20140911,20151011,货币市场型基金,货币市场型基金
000733.OF,中原英石货币B,20140911,20140825,20151011,0,太平基金,2.00E+15,20140911,20151011,开放式,20140911,20151011,货币市场型基金,货币市场型基金
000734.OF,博时天天增利A,20140825,20140807,,1,博时基金,2.00E+15,20140825,,开放式,20140825,,货币市场型基金,货币市场型基金
000735.OF,博时天天增利B,20140825,20140807,,0,博时基金,2.00E+15,20140825,,开放式,20140825,,货币市场型基金,货币市场型基金
000736.OF,诺安聚利A,20141113,20141020,,1,诺安基金,2.00E+15,20141113,,开放式,20141113,,债券型基金,中长期纯债型基金
000737.OF,诺安聚利C,20141113,20141020,,0,诺安基金,2.00E+15,20141113,,开放式,20141113,,债券型基金,中长期纯债型基金
000738.OF,中信建投货币A,20140805,20140721,,1,中信建投基金,2.00E+15,20140805,,开放式,20140805,,货币市场型基金,货币市场型基金
