fundCode,fundName,setupDate,issueDate,wrtOffDate,isinitial,fundCorp,ivstTypeCode,ivstTypeInDt,ivstTypeExDt,fundType,typeInDt,typeExDt,frstIvstType,scndIvstType
159957.SZ,创业板HX,20171208,20171103,,1,华夏基金,2.00E+15,20171208,,开放式,20171208,,股票型基金,被动指数型基金
159958.SZ,创业板ET,20171225,20171121,,1,工银瑞信基金,2.00E+15,20171225,,开放式,20171225,,股票型基金,被动指数型基金
159959.SZ,央企ETF,20181022,20180827,,1,银华基金,2.00E+15,20181022,,开放式,20181022,,股票型基金,被动指数型基金
159960.SZ,恒生国企,20180921,20180907,,1,平安基金,2.00E+15,20180921,,开放式,20180921,,股票型基金,被动指数型基金
159961.SZ,深100,20181102,20181015,,1,方正富邦基金,2.00E+15,20181102,,开放式,20181102,,股票型基金,被动指数型基金
159962.SZ,四川国改,20190306,20181126,,1,华夏基金,2.00E+15,20190306,,开放式,20190306,,股票型基金,被动指数型基金
159963.SZ,恒生中国,20190307,20181130,,1,富国基金,2.00E+15,20190307,,开放式,20190307,,股票型基金,被动指数型基金
159964.SZ,创业板PA,20190315,20190218,,1,平安基金,2.00E+15,20190315,,开放式,20190315,,股票型基金,被动指数型基金
159965.SZ,央视50,20190319,20181212,,1,中融基金,2.00E+15,20190319,,开放式,20190319,,股票型基金,被动指数型基金
159966.SZ,创蓝筹,20190614,20190506,,1,华夏基金,2.00E+15,20190614,,开放式,20190614,,股票型基金,被动指数型基金
159967.SZ,创成长,20190621,20190506,,1,华夏基金,2.00E+15,20190621,,开放式,20190621,,股票型基金,被动指数型基金
159968.SZ,ZZ500ETF,20190801,20190701,,1,博时基金,2.00E+15,20190801,,开放式,20190801,,股票型基金,被动指数型基金
159969.SZ,深100P,20190628,20190506,,1,银华基金,2.00E+15,20190628,,开放式,20190628,,股票型基金,被动指数型基金
159970.SZ,深100ET,20191219,20191014,,1,工银瑞信基金,2.00E+15,20191219,,开放式,20191219,,股票型基金,被动指数型基金
159971.SZ,创业板FG,20190611,20190509,,1,富国基金,2.00E+15,20190611,,开放式,20190611,,股票型基金,被动指数型基金
159972.SZ,5年地债,20190823,20190708,,1,鹏华基金,2.00E+15,20190823,,开放式,20190823,,债券型基金,被动指数型债券基金
159973.SZ,民企100,20190716,20190617,,1,弘毅远方基金,2.00E+15,20190716,,开放式,20190716,,股票型基金,被动指数型基金
